0.545036883,-40,0,7
0.544996577,-40,1,7
0.544968584,-40,2,7
0.544761869,-40,3,7
0.544553043,-40,4,7
0.544392044,-40,5,7
0.544025998,-40,6,7
0.543684436,-40,7,7
0.542012115,-40,8,7
0.540750727,-40,9,7
0.538245335,-40,10,7
0.535973226,-40,11,7
0.530351087,-40,12,7
0.523617933,-40,13,7
0.523515062,-40,14,7
0.520322227,-40,15,7
0.550407857,-30,0,7
0.550418601,-30,1,7
0.550329729,-30,2,7
0.550160915,-30,3,7
0.54989701,-30,4,7
0.549531188,-30,5,7
0.548958529,-30,6,7
0.547791189,-30,7,7
0.545611809,-30,8,7
0.54156162,-30,9,7
0.54044554,-30,10,7
0.537496778,-30,11,7
0.531498919,-30,12,7
0.528296722,-30,13,7
0.523998499,-30,14,7
0.521026208,-30,15,7
0.556337301,-20,0,7
0.55633879,-20,1,7
0.556341812,-20,2,7
0.556233537,-20,3,7
0.555714723,-20,4,7
0.555442497,-20,5,7
0.554193391,-20,6,7
0.553382955,-20,7,7
0.548661863,-20,8,7
0.545722282,-20,9,7
0.540971606,-20,10,7
0.537435594,-20,11,7
0.530056004,-20,12,7
0.526397503,-20,13,7
0.52146488,-20,14,7
0.518088998,-20,15,7
0.560199492,-10,0,7
0.560070774,-10,1,7
0.559981282,-10,2,7
0.559872041,-10,3,7
0.559197417,-10,4,7
0.558624864,-10,5,7
0.557248798,-10,6,7
0.555742262,-10,7,7
0.549300989,-10,8,7
0.543530258,-10,9,7
0.540433929,-10,10,7
0.536690631,-10,11,7
0.528776949,-10,12,7
0.524955497,-10,13,7
0.520100031,-10,14,7
0.516220497,-10,15,7
0.568108654,0,0,7
0.568028551,0,1,7
0.567822039,0,2,7
0.567508631,0,3,7
0.566395271,0,4,7
0.565271003,0,5,7
0.562755026,0,6,7
0.559984587,0,7,7
0.55092678,0,8,7
0.546439155,0,9,7
0.538517058,0,10,7
0.535499696,0,11,7
0.527256641,0,12,7
0.523175022,0,13,7
0.517685698,0,14,7
0.513830266,0,15,7
0.574631672,10,0,7
0.574470227,10,1,7
0.574128428,10,2,7
0.573785952,10,3,7
0.572079806,10,4,7
0.570106756,10,5,7
0.566187442,10,6,7
0.562428175,10,7,7
0.551245341,10,8,7
0.546124094,10,9,7
0.539709155,10,10,7
0.535206834,10,11,7
0.526225778,10,12,7
0.521772884,10,13,7
0.516523694,10,14,7
0.51275702,10,15,7
0.580418576,20,0,7
0.580193858,20,1,7
0.579755405,20,2,7
0.579265511,20,3,7
0.576692153,20,4,7
0.574145193,20,5,7
0.569093524,20,6,7
0.564312631,20,7,7
0.552169385,20,8,7
0.546819503,20,9,7
0.54003189,20,10,7
0.535112948,20,11,7
0.525695232,20,12,7
0.52127893,20,13,7
0.515470595,20,14,7
0.511474656,20,15,7
0.585740912,30,0,7
0.585543784,30,1,7
0.584902352,30,2,7
0.584050651,30,3,7
0.580136266,30,4,7
0.576553059,30,5,7
0.569954752,30,6,7
0.564488298,30,7,7
0.550979953,30,8,7
0.545217495,30,9,7
0.537842972,30,10,7
0.532789865,30,11,7
0.52327254,30,12,7
0.51871073,30,13,7
0.512607655,30,14,7
0.508726285,30,15,7
0.592169062,40,0,7
0.591785811,40,1,7
0.591055823,40,2,7
0.589829092,40,3,7
0.584490747,40,4,7
0.579954463,40,5,7
0.572301036,40,6,7
0.566223641,40,7,7
0.551732188,40,8,7
0.545689861,40,9,7
0.53811303,40,10,7
0.532788763,40,11,7
0.522854601,40,12,7
0.518021557,40,13,7
0.512146916,40,14,7
0.507748166,40,15,7
0.596887271,50,0,7
0.596480524,50,1,7
0.595230801,50,2,7
0.593733746,50,3,7
0.586988687,50,4,7
0.581679143,50,5,7
0.573074736,50,6,7
0.566508053,50,7,7
0.551688693,50,8,7
0.545533901,50,9,7
0.53759914,50,10,7
0.531920357,50,11,7
0.521851831,50,12,7
0.517124758,50,13,7
0.510622353,50,14,7
0.506244672,50,15,7
0.602351463,60,0,7
0.601932348,60,1,7
0.600413967,60,2,7
0.598351418,60,3,7
0.589362412,60,4,7
0.583312878,60,5,7
0.57445746,60,6,7
0.567648823,60,7,7
0.55168052,60,8,7
0.545208312,60,9,7
0.536684712,60,10,7
0.530572956,60,11,7
0.520235693,60,12,7
0.515159198,60,13,7
0.509133431,60,14,7
0.504399978,60,15,7
0.609253314,70,0,7
0.608430289,70,1,7
0.606351285,70,2,7
0.603432923,70,3,7
0.59265593,70,4,7
0.585652968,70,5,7
0.575438759,70,6,7
0.568588449,70,7,7
0.551044495,70,8,7
0.544721363,70,9,7
0.536022781,70,10,7
0.530131649,70,11,7
0.519216762,70,12,7
0.514286085,70,13,7
0.507494731,70,14,7
0.502734356,70,15,7
