-40,0.543684436,7
-30,0.547791189,7
-20,0.553382955,7
-10,0.555742262,7
0,0.559984587,7
10,0.562428175,7
20,0.564312631,7
30,0.564488298,7
40,0.566223641,7
50,0.566508053,7
60,0.567648823,7
70,0.568588449,7
-40,0.543997504,7
-30,0.549123233,7
-20,0.556295038,7
-10,0.560157761,7
0,0.567220128,7
10,0.572941021,7
20,0.577762705,7
30,0.582345703,7
40,0.586339741,7
50,0.589901698,7
60,0.593708911,7
70,0.596089624,7
-40,0.54349678,7
-30,0.547812808,7
-20,0.555790826,7
-10,0.55984735,7
0,0.567549166,7
10,0.57351656,7
20,0.579054774,7
30,0.584313095,7
40,0.589751107,7
50,0.59486835,7
60,0.599637516,7
70,0.604261136,7
-40,0.543289871,7
-30,0.547782363,7
-20,0.555580267,7
-10,0.56116886,7
0,0.566797648,7
10,0.57239612,7
20,0.576797237,7
30,0.581176004,7
40,0.584552767,7
50,0.587859602,7
60,0.590238837,7
70,0.592036026,7
-40,0.537003335,7
-30,0.540790918,7
-20,0.545534091,7
-10,0.548141761,7
0,0.550882929,7
10,0.552844073,7
20,0.555253956,7
30,0.556548178,7
40,0.558827929,7
50,0.560969567,7
60,0.562583882,7
70,0.563840241,7
-40,0.542347878,7
-30,0.547768938,7
-20,0.554151959,7
-10,0.559789519,7
0,0.565632501,7
10,0.570600749,7
20,0.57479992,7
30,0.578555673,7
40,0.582279187,7
50,0.585223158,7
60,0.587883555,7
70,0.590341052,7
-40,0.541683178,7
-30,0.547913786,7
-20,0.553574971,7
-10,0.558600254,7
0,0.563765111,7
10,0.566275701,7
20,0.568833724,7
30,0.571685081,7
40,0.572975311,7
50,0.574634343,7
60,0.576365501,7
70,0.578254837,7
-40,0.542731238,7
-30,0.548678955,7
-20,0.55549399,7
-10,0.561090489,7
0,0.567575544,7
10,0.573523124,7
20,0.579120822,7
30,0.584277479,7
40,0.589938207,7
50,0.595084031,7
60,0.599929248,7
70,0.604365209,7
-40,0.542887572,7
-30,0.549168123,7
-20,0.555457875,7
-10,0.561745268,7
0,0.567597805,7
10,0.573657223,7
20,0.578952888,7
30,0.584403247,7
40,0.589824532,7
50,0.59457978,7
60,0.599570484,7
70,0.60346262,7
-40,0.542502983,7
-30,0.548629907,7
-20,0.55495545,7
-10,0.561040398,7
0,0.565665032,7
10,0.572181708,7
20,0.576697088,7
30,0.581051666,7
40,0.584365099,7
50,0.58701377,7
60,0.589600408,7
70,0.591091747,7
-40,0.54268688,7
-30,0.548661057,7
-20,0.555223164,7
-10,0.561240304,7
0,0.56704591,7
10,0.573004611,7
20,0.578046696,7
30,0.582968887,7
40,0.587639132,7
50,0.591765096,7
60,0.595338915,7
70,0.598628824,7
-40,0.542332417,7
-30,0.548064173,7
-20,0.553849142,7
-10,0.559541663,7
0,0.564527975,7
10,0.569338904,7
20,0.57260541,7
30,0.575836567,7
40,0.578638463,7
50,0.581561831,7
60,0.583580766,7
70,0.584806113,7
-40,0.542391875,7
-30,0.548592799,7
-20,0.554432006,7
-10,0.560159169,7
0,0.56521982,7
10,0.569872203,7
20,0.573619705,7
30,0.577196006,7
40,0.580033055,7
50,0.582729996,7
60,0.584769921,7
70,0.586389594,7
-40,0.525227889,7
-30,0.528324683,7
-20,0.5320035,7
-10,0.53517516,7
0,0.537210015,7
10,0.540837758,7
20,0.54314842,7
30,0.545533928,7
40,0.548046918,7
50,0.549769403,7
60,0.551348448,7
70,0.554001515,7
-40,0.540760922,7
-30,0.54577409,7
-20,0.549670256,7
-10,0.551870528,7
0,0.554218738,7
10,0.556070721,7
20,0.557800231,7
30,0.558931195,7
40,0.559790438,7
50,0.561023414,7
60,0.561937167,7
70,0.562724279,7
-40,0.540333025,7
-30,0.545190231,7
-20,0.548299297,7
-10,0.550944433,7
0,0.553184194,7
10,0.555948893,7
20,0.557020656,7
30,0.558829042,7
40,0.559955137,7
50,0.56114356,7
60,0.562104621,7
70,0.563739856,7
